tweet,labels
sick fake ass hoe,Offensive Language
bitch flip let infront mee okay,Offensive Language
pussi dont cream cum,Offensive Language
flash pop dawson pop think mighta actual kill mom cuz gail lie cheat bitch,Offensive Language
dumb bitch opinion bout wtf post instagram time took write  ,Offensive Language
tire mom make stay finish drink anoth beer better chug shit,Offensive Language
fat toothless sack chase bitch yell bust ass van window fuck get real job,Offensive Language
toodl bitch  goodnight ,Offensive Language
chris brown talk bout hisself said hoe aint loyal ,Offensive Language
even two full game season fairweath whine alreadi full effect yank,No Hate and Offensive
weird word cunt offen countri yet countri refer somebodi like whos cunt,Offensive Language
hoe citi make happi move montana happi rest  day,Offensive Language
yall give farwel lulu yet shit kris ok bitch ok,Offensive Language
yall hoe still surfboardn tub nah,Offensive Language
yesterday ran dude went high school amp use skinni hell omg fucker slit tire year ago,Offensive Language
dont want see true life stori american hero bizzi lazi krayzi amp wish wanna watch hillbilli shoot pumpkin,No Hate and Offensive
femal feel like ok dress like hoe smh hope dont daughter plea god ,Offensive Language
still dont suck dick eat pussi ,Offensive Language
bronyfolk far wide throw bitch fit equestriagirl must one isnt look interest,Offensive Language
get someth close approxim full bird paradi yoga pose time make ragdol cosplay,No Hate and Offensive
flappi bird game,No Hate and Offensive
olymp brazil yet mean yay sport stop look like   goredskin,Offensive Language
sohello kitti realli chicken boo bitch,Offensive Language
soap wish pussi tho rt imjustceej beard smell like,Offensive Language
social media post rival social media app shall never let word edit appear next facebook status doubl read bitch,Offensive Language
social network ruin bitch game,Offensive Language
sock pussi like im vegeta,Offensive Language
soetoroobama move countri forward w vision vision downsiz oppress countri get even w whitey war,Hate Speech
soft nicca usual send hate thru bitch jealous instagram nicca hatin ya pictur  therealkiss,Offensive Language
soft nigga usual send hate threw bitch,Offensive Language
sold weed bitch whos gonna lawyer bet shell nigga back,Offensive Language
sombodi bring pussi,Offensive Language
dont cross bitch,Offensive Language
armi femal bitch everyth ,Offensive Language
douch cub redneck cub fan freak ask bite bloodi berk hes like  ,No Hate and Offensive
jihadi post bio isi boss mr awad excel sociolog info cant thank himher enough gift,No Hate and Offensive
oval pink blue yellow,No Hate and Offensive
bitch nigga drumlin spray water ran away fuck pussi,Offensive Language
bitch relentless curv hundr time still want dick,Offensive Language
bitch bare respect,Offensive Language
bitch curv game serious,Offensive Language
bitch luck men lmao mayb problem sweetheart cant fault lol,Offensive Language
bitch need get life ,Offensive Language
bitch truli aint shit ,Offensive Language
black peopl live entir differ world everyth peach cream appar take rose color glass,No Hate and Offensive
call trickn call hangn ima handl busi n knock dat pussi ,Offensive Language
croquett hoe,Offensive Language
girl think bitch attitud attract tf made think,Offensive Language
guy orient got ask top  favorit music artist first thing bitch said usher,Offensive Language
ho hit wife lol,Offensive Language
hoe tweet make mad lol,Offensive Language
lie ass hoe lol,Hate Speech
movi made facilit dude pick girl think side box lil nigguh,Offensive Language
niggah said sugapuss lastnight ,Offensive Language
niggah save hoe aint heroic,Offensive Language
nigga beat bitch get point across mental fuck w ignor ,Offensive Language
nigga save hoe,Hate Speech
ice melt car caus dumb fuck  decid want strike conver wit fat ug bitch smfh,Offensive Language
hoe loyal,Offensive Language
hoe deserv kick vagina lucki aint tryna loo shoe,Offensive Language
hoe need hop high hor seem ride  ,Offensive Language
hoe everybodi,Offensive Language
hood negro dont deserv bail money way visit jail,Hate Speech
niqqa straight pussi whip ,Offensive Language
sex gif fuck retard,Offensive Language
yall femal undercov hoe,Offensive Language
yall gorgeous women aint gorgeous realiz got ug bitch attitud,Offensive Language
yall popular cuz yall name  bitch ug,Offensive Language
bitch dumbbbb,Offensive Language
girl wifey halloween sinc  hoe year,Offensive Language
peopl bitch ass nigga amp stay far away,Offensive Language
peopl constant pessimist unattract like much bitch dont start chang,Offensive Language
redneck race freeway gte,Offensive Language
thot never learn  gooooo awaaaaay hoe,Offensive Language
women straight bitch,Offensive Language
somebodi couldv like aye man drop money nooooooo fuck broke faggot selfish bastard hate yall,Hate Speech
somebodi help   kicksnbenji bitch nigga bye want someth ,Offensive Language
somebodi plea choke fuck retard keep yell mash potato tool pgachampionship,Hate Speech
somebodi tell niggga ima keep fuckin hoe ima keep rockin show,Offensive Language
somebodi tell pussi nigga got em,Offensive Language
somebodi tell pussi nigga got em got em,Offensive Language
somebodi toss bitch dasani someth gurl thirsti,Offensive Language
someon household want die get excit enjoy coupl oreo someon left one one friggin oreo ,No Hate and Offensive
someon bitch slap lake see fb tomorrow suspect hard core gop friend,Offensive Language
someon came amp told pull hoe today piss fuck fal sad,Offensive Language
someon come take browni away eat whole pan,No Hate and Offensive
someon need get bore nike fag stage,Offensive Language
someon plea bring goldfish cracker,No Hate and Offensive
someon probabl told  god trash,No Hate and Offensive
someon explain blake griffin talk trash oppo  string unbecom even amongst clipper,No Hate and Offensive
someon shut beaner plea,Hate Speech
someon tell  dread part uniform id pull hair trash talk cut doodoo braid,No Hate and Offensive
someon tell drink bitch fuck first night meet back game,Offensive Language
someon tell royal stay home ,No Hate and Offensive
someon tell bitch stfu,Offensive Language
someon tell hoe turn lion king,Offensive Language
someon told iggi azalea stunk child caus bitch still upset yo aint even deep,Offensive Language
someon mother call handsom buff yellow thang last night ego temporarili elev binniem die lol,No Hate and Offensive
someth funni rt peachpapayya  rt midcityac control excit sir  let gooooo teena ,Offensive Language
someth like perfectionist even check horoscop bitch,Offensive Language
sometim wish wasnt color,Offensive Language
sometim feel like realli nice everyon im like wait bitch anyway soooo,Offensive Language
sometim want someon bitch shitti day,Offensive Language
sometim wake ceil  floor  outsid  near trash mom hollywood somewh alli somewh,Offensive Language
sometim wish cute pet monkey rememb would probabl defec everywh beat destroy hous,No Hate and Offensive
sometim bitch need struggl get go rt odotkay vianawf sometim shit extra ,Offensive Language
sometim femal fuck retard bro swear want kick yall ovari,Offensive Language
sometim ppl stay marri cuz conveni u constant bitch amp complain amp sleep separ room time reevalu,Offensive Language
sometim u gotta knock nicca tho ij freecb,Offensive Language
sometim dont wanna fuck bitch head good end fuck,Offensive Language
sometim gotta block bitch damn annoy,Offensive Language
sometim gotta settl averag lookin bitch wit good person prevent gettin cheat,Offensive Language
sometim even gotta tell hoe grow smh,No Hate and Offensive
son bitch,Offensive Language
son bitch thunder,Offensive Language
son bitch cant wait till baseb back americaspasttim,Offensive Language
son bitch,Offensive Language
son mail ladi ghetto ,Offensive Language
sone yall bitch need morn glori milk bath ,Offensive Language
sonnen faggot,Hate Speech
sonoma counti cannot handl gutto style straight north bay pussi forev,Offensive Language
soon fuckeveryword fuck backtrack cant wait fuck faggot,Hate Speech
soon da money gon dem bitch leavinyou get lock aint gon visit ya neither,Offensive Language
sooo first aidcpr certif came handi tonight glad didnt lose monkey ,No Hate and Offensive
sooooooo true im pussi monsta ,Offensive Language
sore loser char crist  give concess speech call recount  tcot pjnet,No Hate and Offensive
sorri sam went elonuniv rt  wes durham woodi durham son tar babi pack game,No Hate and Offensive
sorri spam dare search nigger twitter laugh imposs,Offensive Language
sorri fellow negro,No Hate and Offensive
sorri fo da rant make mad asham color wish white yall would like,Hate Speech
sorri hoe love stand leg open easi,Offensive Language
sosa beat ho,Offensive Language
sound like real nigga  keith stood monkey bat look girl skirt recess time fuck ,Offensive Language
sound like bitch whatev,Offensive Language
sound like god damn bear fell tree might time stop piss outsid  piss bucket bitch,Offensive Language
sound like hoe,Offensive Language
sourc say char crist phone rick scott type conc,No Hate and Offensive
southwest airlin like drive mini van white trash cousin love huff paint thinner work,Hate Speech
space browni ,No Hate and Offensive
spark bitch interest,Offensive Language
speak face fake bitch,Offensive Language
speak  year pussi phenomen,Offensive Language
speak ford garland need get sub job applic lol killin  bird one stone merica,No Hate and Offensive
speak rt kinghorsedick lot backpag hoe dont like fuck black guy never went thru,Offensive Language
special thank tina char staff waver hill thank everyon dedic time make ,No Hate and Offensive
spell name right bitch well talk,Offensive Language
spendin money save stackin one like brick hittin bitch like craig watchin ass clap morningstusesh ,Offensive Language
spend money hoe  nigga aint fuck shit ,Hate Speech
spic half breed trash filthi nativ allow speak european,Hate Speech
spiff tryna hoe,Offensive Language
spittin crystal bitch face larri johnson funniest moment book sue sen humor,Offensive Language
spongebob ass nicca fr,Offensive Language
spring breakkkk bitch ,Offensive Language
spring almost  realiz collect hoe sever decrea ,Offensive Language
squidward face ass bitch,Offensive Language
stafford trash without megatron fantasyfootballproblem,No Hate and Offensive
stafford pussi,Offensive Language
stark faggot,Offensive Language
start punch hoe esophagus shit,Offensive Language
start wit hanna montana hoe im fuckin nick cannon hoe,Offensive Language
start  brick im sold bitch,Offensive Language
stay home bitch fuck u,Hate Speech
stay poon bitch,Offensive Language
stay warm  beani sweaterweath  ,No Hate and Offensive
stay witcha nasti littl hoe dont shit,Offensive Language
stayin late watch ichiro yank,No Hate and Offensive
step horribl bitch went straight dvd ,Offensive Language
step take oppurtun freshfac iubb hoosier,No Hate and Offensive
step club smooth l hand bitch know im freak like eleph man,Offensive Language
stephan smith say jay cutler shouldnt mvp candid straight retard,No Hate and Offensive
stephen threat brother doesnt scare quit runnin fuckin mouth amp wont hide behind brother bitch boy,Offensive Language
stern fix imag leagu nba player knock bitch elev,Offensive Language
steve calvin anni cunt ,Offensive Language
steve mcnair got murder side bitch man life crazi,Offensive Language
stevi j nigga  bitch ten,Offensive Language
stfu hoe ,Offensive Language
stfu kenya u make sick lone desper bitch,Offensive Language
stiff arm hoe ass lmao,Offensive Language
still cant see nigger see white hoe,Offensive Language
still confus king order two tranni hooker parti last night,Offensive Language
still dont give fuck bout bitch dude,Offensive Language
still downtown bitch,Offensive Language
still realli confus humplayproblem think lucricusi fag dagger,Hate Speech
still wait oomf hit hoe lololol,Offensive Language
still wit bitch death ,Offensive Language
stolen  lol realli guy im give class keep bitch whos  ,Offensive Language
stomach hurt im starv ear morn pussi ,Offensive Language
stoni fuckin queer,Hate Speech
stood outsid  minut take phone call went back look mirror saw somalian fuck sun lil punk ass bitch,Offensive Language
stop smokin bathsalt char brown rejectedpeanutsspeci,No Hate and Offensive
stop twatch bitch,Offensive Language
stop actin like yu start wearin ya ugg bitch seen break em august,Offensive Language
stop hoe,Offensive Language
stop give hoe half azz dick plow deep make scream nd cream ,Offensive Language
stop hatin niggah  got ya girlfriend callin hater niggah ,Offensive Language
stop lettin messi hoe mess busi,Offensive Language
stop rting celtic trash plea,No Hate and Offensive
stop sayin gov name fuck wrong widd u bitch u stupid,Offensive Language
stop snitch faggot  ill snap nude promi wont screenshotdont worri babi wont ,Offensive Language
stop spoil u fag,Offensive Language
stop tri honki ,Offensive Language
stop use word redskin,Offensive Language
stop whack shower queer boy ilovebamf,Offensive Language
strap fasho caus iont trust hoe,Offensive Language
stress stress go away come never fuck bitch,Offensive Language
strong jaw ass bitch,Offensive Language
strong pussi rt sirratchett yall think ciara got good pussi,Offensive Language
stu rape face faggot man im sick nigga,Hate Speech
stuck serious bitch possibl worst type girl ever,Hate Speech
studi center biolog diver call taxpay fund ivanpah  kill  bird year ,No Hate and Offensive
studi bio test like hoe ,Offensive Language
stunt hoe  ,Offensive Language
stupid aint got hoe shmediumproblem,Offensive Language
stupid ass alex scari littl bitch throw,Offensive Language
stupid ass hoe,Offensive Language
stupid bitch,Offensive Language
stupid bitch ,Offensive Language
stupid bitch church didnt give fuck bbq sauc gotta eat dri ass chicken strip ,Offensive Language
stupid bitch stay home ,Offensive Language
stupid bitch deserv treat like stupid bitch,Offensive Language
stupid  ltltlt fuck  ,Offensive Language
stupid bitch,Offensive Language
stupid bitch fuck skank dumb hoe,Offensive Language
stupid cunt bitch road,Offensive Language
stupid freshman bitch walk like slow hell u cant get around hurri fuck sloth,Offensive Language
stupid fuck cunt,Offensive Language
stupid hoe wack ,Offensive Language
stupid lil bitch  realli think im trippen  outttta pocket pimpinnn,Offensive Language
stupid peopl talk smack uncl tim tom ghetto fool wno futur im surpri u ignor niggaz even read write,Offensive Language
stupid teabagg restaur make custom pay minimum wage fee ,Hate Speech
stupid white peopl make post relev life stupid cousintouch honki whitetrash blond,Hate Speech
sub tweet uoeno lol bitch,Offensive Language
subtweet one time dirti chink whore,Hate Speech
subtweet littl bitch take high road,Offensive Language
subtweettweettweettweet cuz skinni niggah dick long,Offensive Language
trash episod walk dead tonight,No Hate and Offensive
suck dick good im like god dam dirti bitch,Offensive Language
suck super monkey ball,Offensive Language
suddenlink trash yall know import bubbl guppi day,No Hate and Offensive
sum yall kno yall lock talk bout bitch aint shit tonight ho im tire  ,Offensive Language
summer hoe turn winter wifey,Offensive Language
summer hoe turn winter wifey ,Offensive Language
summer half nake hoe gonna find person ,Offensive Language
summer time bitch alway wild ,Offensive Language
sumn wrong wit da pussi een tho aint gonn hit ima still make sure dat gushi,Offensive Language
sunday day chug everyon el around obsess fave footbal team fantasi leagu,No Hate and Offensive
sup bitch,Offensive Language
super handsom guy liter broke af career horni bitch support bankruptci lol,Offensive Language
superman ho eyyyi,Offensive Language
support offic darren wilson ralli st loui  ferguson kkk tcot tpot teabagg teaparti,No Hate and Offensive
sure got nice car  inch tv stainless steel applianc apart thousand twitter follow aint got hoe,Offensive Language
sure wish nose would stop drippingthi sick shit bird,Offensive Language
surpri bitch ,Offensive Language
surpri surpri tsa trash brandon darbi border patrol sourc ,No Hate and Offensive
surrend divin  conqueror apocalyp  via youtub gtorient black metal hell,No Hate and Offensive
suzan realli go make get sofa find damn silverwar golli old bitch,Offensive Language
swag bitch gratata ,Offensive Language
swag fag gag lml nd yall niggaz wanna ce swag foh im gxxd ill stay gd ,Offensive Language
swag kill bitch like columbin,Offensive Language
swap meet bound beaner,No Hate and Offensive
swear god man nigga talk bitch day,Offensive Language
sweet jesus morningjo go split screen rep jame clyburn amp char daniel time morningjo,No Hate and Offensive
sweet milf white lingeri hose rip  ,Offensive Language
sweet innoc schoolgirl minami   ,Offensive Language
sweet babi bird crack  houston foodlov ,No Hate and Offensive
sweet innoc teen cloth rip pussi  ,Offensive Language
sweet yellow bone thang call honey mustard ,No Hate and Offensive
sweet found box twinki bought last year  bet least tripl nobrain buy,No Hate and Offensive
sweetheart ladi im hard hoe ,Offensive Language
swing rt callherebbi realli dont like woman old hag ass bitch,Offensive Language
switch roo yo hoe let hit,Offensive Language
switcharoo yo main bitch niggga hell naw dont date hoe,Offensive Language
switcharoo yo hoe,Offensive Language
switcheroo yo main bitch nigga hell naw dont date hoe,Offensive Language
switcheroo yo main hoe hell naw niggga dont save hoe,Offensive Language
sydney hoe ask dumb ass question,Offensive Language
talk sooooo much shit today would mop floor kyle end rape time bitch,Offensive Language
bitch chaser need tsu  ,Offensive Language
tcbi hoe   arabellaann jackireininga ,Offensive Language
tk fuck money bitch,Offensive Language
tlcs chilli bulli son moustach seem share cloth yer public eye stop cri ya flaki bitch,Offensive Language
tmz hoe ,Offensive Language
trust seattlegt give thanksgiv duegt huge flightless bird dream come true european bird eater,No Hate and Offensive
trust say jesuschrist would kill faggot came back life today day agegt spartacus rome,Hate Speech
turnt yo bitch hous parti,Offensive Language
tv make hoe seem attract yawn,Offensive Language
twitter like real lifefil pussi,Offensive Language
twitter newsflash  ever visit easton pburg area hoe disea nigga thirsti gatorad would worth trillion,Offensive Language
taco bell super trash sober,No Hate and Offensive
tail light give fuck rollin bitch wit da head light,Offensive Language
take bitch soho froyo tell gon blow romo,Offensive Language
take fuck hoser,Offensive Language
take shove ass keitholbermann yank derekjet,Offensive Language
take yo bitch dinner date paint face,Offensive Language
take yo hoe ass sleep,Offensive Language
take second mortgag bet yank win world cup win lot seem like nobrain,No Hate and Offensive
take pic im school bathroom fuck stupid retard,Offensive Language
talk behind back  hate pussi shit,Offensive Language
talk pussi power ,Offensive Language
talk alot shit want ill put u spot dont test bitch,Offensive Language
talk deigo last night dawg good like bitch maegan,Offensive Language
talkin brokan took yo bitch broke knee,Offensive Language
talk angela hoe,Offensive Language
talk shit like hoe huh like man ima murk wen see,Offensive Language
tan main bitch,Offensive Language
tarantula dope spider small n kill fuck dat rt  spider arent scari sheesh  pussi,Offensive Language
taria filterless sisdari angel sisim big bro lol jigg lil ,No Hate and Offensive
tarzan dis hoe ,Offensive Language
tattoo express mean one man trash anoth man treasur ,No Hate and Offensive
taught lil niggah treat girl,Offensive Language
taught hate bitch,Offensive Language
taylor swift look like kinda bitch would bring home get dri handjob,Offensive Language
tbt nigguh ,Offensive Language
teach rt intellectsrus realli fuck bitch brah,Offensive Language
teacher hear talk  ear bitch,Offensive Language
teacher weekend homework uhm sorri bitch life,Offensive Language
teairri mari crazyth poor girl aint anyth herbitt ass bird,Offensive Language
team john bitch ,Offensive Language
technic nigga touch rape see trendin bitch callin cop lmao,Offensive Language
technolog aint doin noth make hoe look better,Offensive Language
teen get hole penetr even fist  ,Offensive Language
tell bitch gtfo face fa reason,Offensive Language
tell hater said fuck tell bitch said fuck,Offensive Language
tell itti bitti bitch pipe,Offensive Language
tell dem thot bitch im right ,Offensive Language
tell pussi mineee,Offensive Language
tell hate ass niggah shut fuck,Offensive Language
tell hoe im friend,Offensive Language
tell hoe come  caus look like forgot bout  fact aint seen  say alot bout,Offensive Language
tell lie speakin lip tri pleadin  often bitch refer awesom,Offensive Language
tell skinni hoe bounc bring thick bitch back,Offensive Language
tell hoe love fuck em,Offensive Language
tell bae ho tre testicoli mean love eye italian,Offensive Language
tellin im disrespect aint one callin everybodi bitch free,Offensive Language
templ play life might work bitch semest cuz im pay outta pocket,Offensive Language
tempt finish everi sentenc say today yo bitch breakingbad,Offensive Language
terio got hoe ,Offensive Language
terrifi leprechaun ,No Hate and Offensive
text instead play flappi bird soiknowitsr,No Hate and Offensive
text nig nog ,Offensive Language
text plan nig,Offensive Language
text ya bitch like ya man suck meet da birkin store tell em get band ,Offensive Language
text bitch lyric new ty dolla ign tape wake shell nag littl less today,Offensive Language
text bitch like main materi fuck shit  finna get youza hoe text,Offensive Language
tf im act like sad ass bitch  old anthoni come back fashoo  ,Offensive Language
tf bitch mine,Offensive Language
tf bitch get coupl rt fstow,Offensive Language
tf real twitter niggabitch yall hoe tweekin,Offensive Language
thank char ff    revkahjc cantucimblond kacado,No Hate and Offensive
thank char   cantucimblond revkahjc  kacado,No Hate and Offensive
thank char happi thursday    kacado cantucimblond revkahjc,No Hate and Offensive
thank hand candi char   revkahjc cantucimblond kacado ,No Hate and Offensive
thank delaneyjad come last night ghetto one el could handl ,No Hate and Offensive
thank char  revkahjc   cantucimblond kacado,No Hate and Offensive
thank char   revkahjc  cantucimblond kacado,No Hate and Offensive
thank char great even   revkahjc cantucimblond kacado ,No Hate and Offensive
thank scare absolut fuck flatfoot look like pussi fuck jerk,Offensive Language
thank text found hoe,Offensive Language
thank  cracker tweet today pilchard krackerwheat repeat like typic night bbc ,No Hate and Offensive
thank nigga coco smell good hoe haha finna pull allllllll hoe come smell nigga ,Offensive Language
thanksgiv break bitch,Offensive Language
thanksgiv ear hoe ,Offensive Language
thanksgiv fam shaylay ignor chink eye ,Offensive Language
thas bitch,Offensive Language
ouija movi look like trash,No Hate and Offensive
larri cucumb tweet funni af bit much rt young bitch might ,Offensive Language
princip shld asham look poor color kid made smart prop disgust morningjo,No Hate and Offensive
annoy moment keep remov headphon someon keep talk like move bitch,Offensive Language
ass got niggah hypnot,Offensive Language
ass perfect cant help rt miaveni yall diss hoe prai nicki minaj everyday dont understand nigga man,Offensive Language
ass retart belong short yellow ,Offensive Language
awkward moment igotdrunkand still ug hoe,Offensive Language
awkward moment hoe say shes hoe,Offensive Language
awkward moment hold door someon use door next like bitch better back fuck,Offensive Language
bad bitch get left wack pussi kinda overr caus sex get better everyth cool,Offensive Language
beach greec beauti  live bitch ass virginia peopl get live around beauti year round ,Offensive Language
bit donovan got dvds droppin  see ya lha bitch,Offensive Language
bitch amanda ran away ,Offensive Language
bitch tha tha,Offensive Language
bitch better happi  tip,Offensive Language
bitch call thor strength  rtchubbygirlgod wait ,Offensive Language
bitch came flyin  lmao,Offensive Language
bitch cant touch,Offensive Language
bitch could sit face,Offensive Language
bitch crazzzi   pussi fixit  scandal,Offensive Language
bitch cur hair way short,Offensive Language
bitch filthi ,Offensive Language
bitch got  million boyfriend,Offensive Language
bitch got  follow drive honda ,Offensive Language
bitch hollerin abt fuck nahh fuck dat bitch,Offensive Language
bitch corn fed,Offensive Language
bitch goin,Offensive Language
bitch hella cranki today someon hand joint,Offensive Language
bitch lyinggggg,Offensive Language
bitch walk like  ,Offensive Language
bitch mouth made honor roll,Offensive Language
bitch qualitest  dont act right wisewordsfromwebb,Offensive Language
bitch said pussi pop sever thoe ,Offensive Language
bitch told control told go find,Offensive Language
bitch want numba gottafuck bruda aydontjudgem,Offensive Language
bitch worri fine fuck best friend got jump  cock sucker fine least worri,Offensive Language
bitch met know mean dont bitch million dollar later  feel ,Offensive Language
bitch,Offensive Language
boy alway pussi never threat,Offensive Language
broad  day moe rt ogflash earth rt iamryanraw nigga rt whoisjayh rihanna prolli sexiest bitch earth,Offensive Language
crow sock,No Hate and Offensive
damn lispi mouth bitch knowsgood hell well tara wasnt damn roommat damn rock brain man lol,Offensive Language
depress shit trash,Offensive Language
dude rent aint punkbitch either,Offensive Language
dude chicago w fuzzi mustach bang johnni love hes whack memoriesofidot,No Hate and Offensive
dumb black bitch get card pictur made fuck mad ruin day ,Hate Speech
fat bitch alway phone walk  tibaburg,Offensive Language
front flip trash front flip swim pool land back everi time,No Hate and Offensive
fuck slutti beaner,Hate Speech
hate shit dont mean noth bitch im feel ,Offensive Language
ho went darkskin mulatto rt funnyjulius fuck ,Offensive Language
hoe ask time ,Offensive Language
hoe beef tunchi chillllll ouutttt,Offensive Language
hoe fat trel said best,Offensive Language
hoe saidmi booti fleek lmfaooo,Offensive Language
hoe nip,Offensive Language
 gon get yall bitch fucc  trynna hide shit,Offensive Language
last tweet song lyric dont realli like bad bitch like pretti chick bad bitch cheat easili often,Offensive Language
long hair doesnt cover redneck,No Hate and Offensive
make annoy bitch look offend cant bitch offend,Offensive Language
mocha color chick doegtgtgtgt think fell ,No Hate and Offensive
nig darion couldnt help act like camera didnt keep composur eattin crawfish hahaha,Offensive Language
nig g  would done thing,Offensive Language
nigga  trash,Offensive Language
nigga tannehil trash lmao dolphin trash,Offensive Language
nigga gucci alway hit hoe put rick jame song give nigga rick shoutout riprick rickjamesbitch,Offensive Language
nigga john aint ah real older nigga forreal let vick brotha bitch maplerow,Offensive Language
nigga talkin like hoe tell bitch nigga speak,Offensive Language
niggah lol tmlt ,Offensive Language
nigguh never play footbal,Offensive Language
night cap nonsen bird,No Hate and Offensive
old lassi gregg total bitch man,Offensive Language
one drunk white bitch alway instig problem involv least oneblack dude crys afterward someon get hurt,Offensive Language
shit bird  get yo self,Offensive Language
pic circul jihadi call kill  saudi isi syria,Hate Speech
pussi best shave holiday,Offensive Language
pussi came gift wrap,Offensive Language
pussi cant hairi shit gotta stink lol,Offensive Language
pussi cri help,Offensive Language
pussi fat whatchu feed,Offensive Language
pussi sooo good ,Offensive Language
shack shit bird yo,Offensive Language
shade faggot clash eye color,Hate Speech
shit crow wal mart park lot,Offensive Language
son bitch moment open fridg food,Offensive Language
stupid bitch karma best pay,Offensive Language
vine start coon frenzi bruh,Offensive Language
warm fuzzi feel abl give someon help hand talk medic problem realli help,No Hate and Offensive
bitch move pulledprob heartless thing,Offensive Language
solid invest  min cue frank yank wow,No Hate and Offensive
almost  year ago gave bitch away stolen,Offensive Language
deep like yo momma pussi deep,Offensive Language
faggot rant night,Hate Speech
good time start mickey mous club soon,No Hate and Offensive
trash im gonna put phone goodnight,No Hate and Offensive
would weird uncomfort work one whore coff standslik would freez ass bitch get nake,Offensive Language
thatd ghetto littl meal,No Hate and Offensive
ya bm tho rt tyga aint hoe,Offensive Language
deal breaker yo pussi shouldnt smell like sweati hoop short,Offensive Language
legal tackl faggot rt pprichhil serious ,Offensive Language
mighti big bitch saran wrap dress lol,Offensive Language
im say hoe ass nigga,Offensive Language
know pussi readi  vroomdet tiemyduragboo white peopl ,Offensive Language
know lie get pussytalk tast like water fruit shittf,Offensive Language
let beat build bitch,Offensive Language
like say ive pinto sinc  rt shallow tonycleveng dude ive iphon sinc begin,No Hate and Offensive
nigga rt thevoiceofmiami fuck wrong bitch got cold ice,Offensive Language
young ho dont want nuthin old bank roll,Offensive Language
duck face result walk pole tweet retard,Offensive Language
catfish stink tl sore pussi bad,Offensive Language
okay minivan run red light im sure nail appoint import life bitch,Offensive Language
real dedic   bitch got diarrhea still shit ,Offensive Language
real pinchbach told nigga watch everybodi wasnt bandwagon jump bitch get austin,Offensive Language
right im make browni right ,No Hate and Offensive
still pussi,Offensive Language
kind bitch hate fuck,Offensive Language
tell hoe aint throw neck rt shibermetimb aint nobodi got time,Offensive Language
dont stunt hoe instagram teamrealbooti ,Offensive Language
keep hereyou aint like hoe,Offensive Language
tuck yo bitch u ignor ass mother fucker,Offensive Language
could alway call smurf anyth niggah alway even im beef w babi,Offensive Language
yo bitch gut,Offensive Language
bitch act like need man,Offensive Language
spent half junior year senior year bitch dumb bitch sooo,Offensive Language
bad bestfriend say yu act like hoe cx,Offensive Language
bc crazi lol nicca tho rt pacosway man swear idt nobodi mom cooler mine yo,Offensive Language
fuck give pussi rt xomaryjeanxo woke sex mind play cont ,Offensive Language
bitch feel like,Offensive Language
ya bitch dont love give head,Offensive Language
hoe shit doe,Offensive Language
thing nigga ask forrt igiveemnathan choosabl bitch tonit,Offensive Language
aint cuf im grown af rt  hoe aint loyal,Offensive Language
yank come disparag pride ,No Hate and Offensive
yank dont need tanaka beltran big name player believ,No Hate and Offensive
midwest us white trash,Hate Speech
south us white trash,Hate Speech
teabagg freemarket realli wonder bangladesh last coupl day tcot  teaparti randpaul,No Hate and Offensive
gop elit call conserv nigger behind close door tcot teaparti,Hate Speech
yank play tiger tonight word friend mtaraban,No Hate and Offensive
african goshawk accipit tachiro speci bird prey accipitrida famili fou ,No Hate and Offensive
buc  great uniform ruin trash smh,No Hate and Offensive
conjur wasnt trash wasnt good insidi,No Hate and Offensive
dmv system recent restructur narrat outlin dant inferno edit dant fat pissedoff cunt,Offensive Language
devil wear char revlon lesserfilm,No Hate and Offensive
english kill leprechaun thank god annoy littl bastard,Offensive Language
giant trash,No Hate and Offensive
guy got excit saw oreo cooki crust thought make pie bum realiz cheesecak,No Hate and Offensive
internet make think bitch theyr actual,Offensive Language
irish california white trash,Offensive Language
john cant video issu al furqan media new level jihadi propaganda promi episod amp wage ideolog warfar,No Hate and Offensive
kfan mock draft continu cleveland clock paul allen vike  pick go def back justin gilbert,No Hate and Offensive
karat kid pussi,Offensive Language
met offic issu amber warn snowat least warn amber snowposh word yellow,No Hate and Offensive
monday bitch,Offensive Language
offic fuzzi sock favorit blanket liter need life rn,No Hate and Offensive
perfect gift jihadi shop list  ,No Hate and Offensive
perfect gift jihadi shop list  ,No Hate and Offensive
pirat made playoff yank outhel frozen,No Hate and Offensive
redskin trash fuck get,Offensive Language
republican lt governor missouri say hes sorri call law angloamerican law racist pig,No Hate and Offensive
rick scottchar crist ad run near nonstop florida past week get even wor,No Hate and Offensive
saint pure trash lol smh,No Hate and Offensive
south full white trash midwest full white trash west coast full white trash,Hate Speech
steeler new uniform look like homosexu bumbleb wtf,Offensive Language
tl talkin eatin pussi u watchin soccer ur grade faggot rt  game crazi ,Offensive Language
walk dead trash peoplethat ,No Hate and Offensive
wayan bros retard show ever,No Hate and Offensive
xs os exe hoe exit ghost ,Offensive Language
yank still suck ,No Hate and Offensive
bad bitch still awak,Offensive Language
baddest bitch world follow ig today start like pic aint even attract know catfish,Offensive Language
baddest bitch back chestnut ryancommakerri welcomehom,Offensive Language
beauti fairi pool near glenbrittl isl skye scotland ,No Hate and Offensive
beauti need want man priceless idk see bitch strung fuck men joint custodi,Offensive Language
bengal trash like  week seem,No Hate and Offensive
